ID,Age,Experience,Income,Gender,ZIP Code,Family,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,marital,default,job,housing,contact,balance
8176,51,27,52,Male,92068,3,2,116,0,0,0,1,0,divorced,no,management,yes,cellular,434
8177,28,4,82,Male,94303,3,3,0,0,0,0,0,0,married,no,technician,no,cellular,-346
8178,63,37,140,Male,95841,1,1,0,0,0,0,1,1,single,no,management,no,cellular,556
8179,29,4,80,Male,91107,2,1,458,0,0,0,0,0,single,no,technician,no,cellular,303
8180,62,38,58,Male,90277,2,1,0,0,0,0,1,1,divorced,no,technician,no,cellular,258
8181,51,25,180,Male,92123,2,1,0,0,1,0,0,0,single,no,management,no,cellular,6413
8182,52,28,55,Female,91423,3,3,0,1,0,0,1,0,married,no,management,no,cellular,143
8183,43,16,65,Female,94928,2,2,0,1,1,1,1,0,divorced,no,management,no,cellular,0
8184,39,12,62,Female,94305,4,3,0,1,0,0,0,1,married,no,technician,no,cellular,-302
8185,35,9,23,Female,94305,1,2,172,0,0,0,1,0,single,no,management,no,cellular,756
8186,34,10,35,Female,91342,2,3,0,0,0,0,1,0,married,no,management,no,cellular,400
8187,49,24,35,Female,90232,1,1,0,0,0,0,0,1,single,no,management,no,cellular,90
8188,43,18,74,Male,92634,1,3,0,0,0,0,1,0,single,no,management,no,cellular,2297
8189,48,24,14,Male,94609,2,3,0,0,0,0,1,1,married,no,housemaid,no,cellular,19
8190,30,4,83,Female,91006,4,2,0,0,0,0,0,0,married,no,management,yes,cellular,877
8191,46,21,71,Female,91768,4,1,161,0,0,0,1,1,married,no,services,yes,cellular,400
8192,43,17,53,Male,90007,4,1,156,0,0,0,1,0,married,no,management,no,cellular,588
8193,27,3,103,Male,93955,1,2,547,1,0,0,1,0,married,no,blue-collar,no,cellular,3754
8194,39,15,109,Male,90028,2,1,0,0,0,0,1,0,married,no,retired,yes,cellular,1393
8195,58,33,60,Male,92008,3,2,0,1,0,0,0,0,single,no,technician,no,cellular,16
8196,44,17,12,Male,92717,1,2,0,0,1,0,0,1,divorced,no,management,no,cellular,666
8197,39,15,141,Male,95112,4,2,78,0,0,0,1,0,married,no,blue-collar,no,cellular,52
8198,35,10,128,Male,95060,2,1,0,0,0,0,0,1,married,no,housemaid,no,cellular,183
8199,41,16,98,Female,92154,2,1,470,0,0,0,1,1,divorced,no,admin.,no,cellular,362
8200,43,18,41,Female,94998,3,3,0,0,0,0,1,1,married,no,technician,no,cellular,199
8201,55,25,90,Female,94063,1,1,0,0,0,0,0,1,married,no,management,no,cellular,3948
8202,32,6,31,Female,94022,1,2,88,1,0,1,1,0,married,no,management,no,cellular,114
8203,56,26,74,Female,90095,3,2,0,0,0,0,0,0,married,no,technician,no,cellular,5122
8204,30,5,83,Female,95023,2,1,0,0,0,0,1,1,married,no,entrepreneur,no,cellular,366
8205,65,39,35,Male,95014,1,2,0,0,0,0,1,0,divorced,no,technician,no,cellular,1950
8206,31,7,140,Male,92173,2,1,304,0,1,0,1,0,married,no,blue-collar,no,cellular,1303
8207,41,15,65,Female,94117,4,2,0,0,0,0,1,1,married,no,management,no,cellular,191
8208,55,29,35,Female,94122,3,1,0,0,0,0,1,0,divorced,no,technician,no,cellular,1561
8209,37,7,73,Male,91380,2,3,0,0,0,1,1,1,married,no,management,no,cellular,388
8210,34,10,29,Male,94303,2,1,0,0,0,0,1,0,divorced,no,management,no,cellular,46
8211,34,9,55,Male,92115,4,1,104,0,1,0,1,0,single,no,technician,yes,cellular,354
8212,33,9,20,Male,94596,4,1,0,0,0,0,1,0,married,no,management,no,cellular,887
8213,48,23,70,Male,94720,1,1,0,0,0,0,1,1,single,no,technician,no,cellular,309
8214,28,3,81,Male,92647,2,1,0,0,0,0,1,0,married,no,management,no,cellular,1036
8215,30,4,25,Male,94545,4,2,0,0,0,0,1,1,married,no,technician,no,cellular,3
8216,44,20,119,Female,94301,2,3,0,0,0,0,1,0,married,no,retired,no,cellular,474
8217,61,35,49,Female,90623,4,3,0,0,0,0,1,0,single,no,technician,no,telephone,2195
8218,59,33,38,Female,95023,1,3,0,0,0,0,0,1,single,no,technician,no,cellular,5389
8219,33,7,80,Female,93108,3,2,0,0,0,0,1,0,married,no,management,no,cellular,17
8220,56,32,84,Female,92177,2,1,0,0,0,0,0,0,single,no,management,yes,cellular,717
8221,53,29,61,Female,90640,3,2,0,0,0,0,1,0,married,no,technician,no,cellular,3562
8222,42,16,173,Male,92833,1,2,0,0,0,0,0,0,married,no,technician,yes,cellular,1493
8223,43,19,60,Male,94022,4,3,185,0,0,0,0,1,married,no,housemaid,no,cellular,582
8224,35,9,83,Female,94720,3,3,0,0,0,0,1,0,married,no,technician,yes,cellular,1201
8225,61,35,59,Female,94305,3,2,0,1,0,0,1,0,married,no,services,yes,cellular,12
8226,39,9,32,Male,94608,3,3,0,0,0,0,0,0,married,no,management,no,cellular,732
8227,61,37,33,Male,91380,3,3,0,0,0,0,1,0,divorced,no,management,no,cellular,823
8228,40,15,19,Male,95521,2,3,0,0,0,0,0,0,married,no,management,no,cellular,3481
8229,34,8,14,Male,90503,2,1,112,0,0,0,1,0,married,no,technician,yes,cellular,599
8230,65,39,94,Male,95136,1,2,221,0,0,0,1,0,married,no,services,yes,cellular,1803
8231,40,16,154,Male,94143,4,2,0,0,0,0,0,0,married,no,management,no,cellular,13238
8232,39,15,33,Male,95035,3,1,108,0,0,0,0,1,divorced,no,management,no,cellular,3321
8233,61,35,28,Female,94607,1,3,0,0,0,0,0,0,married,no,technician,no,cellular,100
8234,40,16,44,Female,91730,3,3,0,0,0,0,1,0,married,no,management,no,cellular,1517
8235,49,23,81,Female,92780,1,3,211,0,0,0,0,1,married,no,technician,no,cellular,574
8236,43,18,29,Female,90009,3,2,0,0,0,0,0,0,single,no,technician,no,cellular,177
8237,45,21,58,Female,92834,3,2,169,0,0,0,0,0,married,no,technician,no,cellular,427
8238,52,28,38,Female,92677,1,2,0,0,0,0,1,0,married,no,management,no,cellular,16377
8239,32,8,82,Male,95616,1,3,105,0,0,0,1,0,single,no,management,yes,cellular,1637
8240,31,7,18,Male,90024,4,2,129,0,0,0,1,1,married,no,blue-collar,no,cellular,1021
8241,27,2,45,Female,92518,4,2,0,0,0,0,1,0,married,no,blue-collar,yes,cellular,397
8242,33,9,64,Female,91007,1,1,224,0,0,0,0,0,married,no,services,no,cellular,6376
8243,65,40,48,Male,93023,4,1,0,0,0,0,0,0,single,no,management,no,cellular,202
8244,62,37,24,Male,93014,4,1,0,0,0,0,1,0,married,no,management,yes,cellular,101
8245,55,25,65,Male,94024,2,1,179,0,0,0,0,0,married,no,management,no,cellular,396
8246,46,20,111,Male,93106,1,1,271,0,0,0,0,1,single,no,admin.,yes,cellular,497
8247,37,12,114,Male,90027,2,1,89,0,0,0,1,0,married,no,admin.,no,cellular,631
8248,60,35,39,Male,90089,4,1,378,1,0,0,1,0,married,no,technician,no,cellular,1361
8249,44,14,19,Male,95207,1,2,0,0,0,0,1,0,married,no,technician,no,cellular,2959
8250,35,9,22,Female,91706,2,1,0,0,0,0,0,1,married,no,blue-collar,no,cellular,379
8251,52,28,49,Female,90401,4,3,0,0,1,1,1,1,single,no,technician,no,cellular,-239
8252,30,4,40,Female,94305,2,1,113,0,0,1,1,1,single,no,management,yes,cellular,455
8253,62,36,63,Female,92807,1,1,0,0,0,0,0,0,single,no,management,no,cellular,684
8254,41,15,55,Female,93117,2,3,0,0,1,0,0,0,single,no,management,no,cellular,1494
8255,38,14,33,Female,94143,1,1,0,0,0,0,1,0,married,no,management,no,cellular,120
8256,52,26,31,Male,92173,3,2,176,0,0,0,1,0,married,no,blue-collar,no,cellular,241
8257,48,24,24,Male,90717,1,3,0,1,0,0,1,0,married,no,housemaid,no,cellular,163
8258,47,22,81,Female,94534,1,2,76,0,0,0,0,1,married,no,technician,no,cellular,1355
8259,41,17,81,Female,94720,1,3,117,0,0,0,0,0,single,no,management,no,cellular,525
8260,44,20,113,Male,94010,4,3,314,0,0,0,1,0,married,no,retired,no,cellular,8332
8261,31,6,92,Male,95014,2,1,0,0,0,0,0,0,divorced,no,blue-collar,no,cellular,171
8262,50,25,81,Male,94709,3,1,0,0,0,0,1,0,married,no,admin.,no,cellular,3756
8263,36,11,101,Male,94704,3,1,90,0,0,0,0,1,divorced,no,technician,no,cellular,-558
8264,52,26,78,Male,91614,2,1,0,0,0,0,1,0,married,no,technician,no,cellular,1064
8265,62,38,78,Male,94303,4,1,87,0,0,0,0,0,married,no,management,yes,cellular,8902
8266,55,30,35,Male,94025,3,3,203,0,1,0,0,0,married,no,management,yes,cellular,512
8267,61,37,9,Female,94132,3,3,180,0,1,1,1,1,married,no,management,no,cellular,178
8268,34,7,82,Female,94117,1,3,0,0,0,0,1,1,single,no,management,no,cellular,2117
8269,34,9,41,Female,94110,3,2,0,0,0,0,0,1,married,no,housemaid,no,cellular,137
8270,59,35,84,Female,94301,3,2,0,0,0,0,1,1,married,no,housemaid,no,cellular,469
8271,41,17,42,Female,93118,1,1,0,0,0,0,1,1,single,no,management,yes,cellular,467
8272,33,8,54,Female,90024,4,1,230,0,0,0,1,0,single,no,technician,no,cellular,160
8273,55,30,84,Male,91330,2,1,0,0,0,0,0,0,married,no,services,no,cellular,869
8274,64,40,131,Male,94720,2,1,0,0,0,0,1,0,married,no,technician,yes,cellular,903
8275,44,19,85,Female,92037,4,1,137,0,0,1,1,1,married,no,technician,no,cellular,930
8276,32,8,84,Female,93105,3,3,129,0,0,0,1,0,married,no,management,no,cellular,406
8277,67,41,114,Male,95039,2,1,0,0,0,0,0,1,married,no,technician,no,cellular,27
8278,40,14,61,Male,95064,4,2,0,0,1,0,0,0,married,no,admin.,no,cellular,855
8279,57,31,39,Male,95818,4,1,138,0,0,0,1,0,single,no,management,yes,cellular,2454
8280,59,35,21,Male,93943,1,3,0,0,0,0,1,0,married,no,housemaid,no,cellular,864
8281,43,17,111,Male,94234,4,3,0,0,0,0,1,0,divorced,no,technician,no,cellular,-324
8282,58,34,68,Male,94035,1,2,0,0,0,0,1,1,married,no,management,no,cellular,732
8283,50,23,179,Male,94608,4,1,0,0,0,0,1,0,divorced,no,admin.,yes,cellular,399
8284,52,27,93,Female,94904,1,3,152,0,0,0,0,0,married,no,technician,no,cellular,620
8285,35,9,85,Female,90210,3,1,0,0,0,0,1,0,divorced,no,technician,no,cellular,3043
8286,40,15,180,Female,95060,3,3,0,1,0,1,1,1,divorced,no,technician,no,cellular,2686
8287,31,5,110,Female,95112,3,1,0,0,0,0,0,0,married,no,blue-collar,no,cellular,427
8288,32,8,65,Female,92101,2,1,161,0,0,0,1,1,married,no,technician,no,cellular,5574
8289,55,31,159,Female,95136,3,1,185,0,0,0,0,0,divorced,no,technician,yes,cellular,64
8290,43,19,81,Male,94928,3,2,485,1,1,1,0,0,married,no,blue-collar,yes,cellular,3062
8291,31,6,132,Male,94143,4,2,0,0,0,0,1,0,married,no,unemployed,yes,cellular,394
8292,26,-1,44,Female,92333,1,1,0,0,0,0,0,0,married,no,technician,no,cellular,13410
8293,58,33,98,Female,95020,3,2,0,0,0,0,1,1,married,no,retired,no,cellular,2553
8294,51,25,62,Male,94709,2,2,0,0,0,0,1,1,single,no,technician,no,cellular,68
8295,45,21,91,Male,91107,1,2,0,0,0,0,1,0,married,no,technician,no,cellular,648
8296,56,30,29,Male,92870,3,3,0,0,0,0,0,1,married,no,management,no,cellular,354
8297,25,-1,101,Male,94043,2,1,0,0,0,0,1,0,married,no,management,no,cellular,3
8298,38,13,65,Male,92124,3,2,0,0,0,0,1,1,single,no,technician,no,cellular,1717
8299,62,36,58,Male,93524,1,2,0,0,0,0,1,0,married,no,unknown,no,cellular,270
8300,39,13,32,Male,90049,4,3,0,0,0,0,1,1,married,no,technician,no,cellular,2394
8301,56,30,140,Female,94521,4,1,0,0,0,0,1,1,divorced,no,management,no,cellular,1819
8302,50,25,44,Female,95678,1,3,155,0,0,0,0,0,divorced,no,management,no,cellular,20479
8303,52,27,113,Female,95045,2,2,0,0,0,0,1,0,married,no,admin.,no,cellular,6703
8304,53,28,38,Female,91604,1,1,300,0,0,0,1,0,married,no,housemaid,no,cellular,4610
8305,25,-1,13,Female,92653,4,3,0,0,0,0,1,0,divorced,no,technician,no,cellular,691
8306,44,20,62,Female,94305,2,1,0,0,0,0,1,1,married,no,technician,no,cellular,688
8307,42,12,29,Male,93305,1,1,272,0,0,0,1,0,single,no,technician,no,cellular,755
8308,42,16,141,Male,93117,2,1,0,0,0,1,1,1,married,no,management,no,cellular,2498
8309,63,37,132,Female,92821,1,1,0,0,0,0,0,0,single,no,management,no,cellular,3623
8310,57,32,23,Female,94612,4,3,0,0,0,0,1,0,married,no,technician,no,cellular,2065
8311,56,32,11,Male,92037,1,1,0,0,0,0,1,0,married,no,services,yes,cellular,64
8312,60,34,90,Male,95051,4,3,0,0,1,1,1,1,married,no,self-employed,no,cellular,414
8313,62,38,43,Male,90025,4,2,0,0,0,0,1,0,married,no,management,no,cellular,244
8314,48,22,59,Male,94143,1,1,144,0,0,0,0,0,married,no,management,no,cellular,6945
8315,37,11,28,Male,92121,1,1,94,0,0,0,1,0,married,no,management,no,cellular,1194
8316,55,29,28,Male,94022,1,3,0,1,0,0,1,0,married,no,services,no,cellular,131
8317,42,17,108,Male,92835,2,1,0,0,1,0,0,1,divorced,no,entrepreneur,no,cellular,179
8318,39,13,78,Female,92374,2,3,90,0,0,0,0,0,single,no,management,no,cellular,1189
8319,47,22,65,Female,94720,2,1,0,0,0,0,1,1,married,no,technician,no,cellular,910
8320,34,10,25,Female,94143,2,1,0,0,0,0,1,0,single,no,management,no,telephone,131
8321,48,23,108,Female,91320,1,1,0,0,0,0,1,1,married,no,retired,no,cellular,3334
8322,52,27,43,Female,95035,2,1,0,0,0,0,0,0,married,no,technician,no,cellular,25
8323,53,29,95,Female,94720,2,2,89,0,0,0,1,0,married,no,management,no,cellular,0
8324,49,25,24,Male,90245,4,1,240,0,0,0,0,1,single,no,technician,no,cellular,2782
8325,47,22,190,Male,91330,1,1,0,0,0,0,1,1,married,no,retired,no,cellular,663
8326,48,24,24,Female,91741,3,2,208,0,0,0,1,0,single,yes,technician,no,cellular,-14
8327,38,13,41,Female,95014,1,3,0,1,0,0,0,0,married,no,technician,no,cellular,316
8328,48,22,80,Male,91910,4,2,0,0,0,0,1,0,married,no,technician,no,cellular,99
8329,56,26,63,Male,91770,4,3,0,0,0,0,0,0,married,no,retired,no,cellular,191
8330,65,41,79,Male,94132,3,2,275,0,0,0,0,0,divorced,no,technician,no,cellular,2836
8331,46,20,105,Male,94701,4,1,83,0,0,0,0,0,married,no,management,yes,cellular,1165
8332,60,35,153,Male,90095,1,1,0,0,0,0,1,1,single,no,management,no,cellular,490
8333,50,25,114,Male,94904,1,1,0,0,1,0,0,0,married,no,management,no,cellular,3681
8334,41,15,120,Male,90034,1,1,0,0,0,0,1,1,married,no,technician,no,cellular,2625
8335,41,16,104,Female,93943,2,1,0,0,0,0,0,0,single,no,technician,no,cellular,1038
8336,60,35,20,Female,94025,2,3,0,0,0,0,1,1,single,no,technician,no,cellular,539
8337,57,31,41,Female,94024,4,3,0,0,0,0,1,0,married,no,technician,yes,cellular,8029
8338,48,23,35,Female,91320,2,3,115,0,0,0,1,0,married,no,entrepreneur,no,telephone,624
8339,53,27,174,Female,93106,1,3,0,0,0,0,0,0,single,no,management,no,cellular,668
8340,42,18,164,Female,91129,4,2,0,1,0,0,1,0,single,no,technician,no,cellular,0
8341,45,20,22,Male,91125,2,2,0,0,0,0,1,0,married,no,retired,no,cellular,188
8342,35,10,132,Male,93555,2,1,131,0,0,0,1,0,married,no,services,no,cellular,2858
8343,34,9,32,Female,95616,1,3,78,0,0,0,1,0,single,no,management,no,cellular,0
8344,67,42,21,Female,92821,2,2,122,0,0,0,1,0,single,no,technician,no,cellular,306
8345,36,9,49,Male,95605,2,3,211,0,0,0,1,0,married,no,management,no,cellular,867
8346,37,13,79,Male,94305,1,3,100,0,0,0,0,1,single,no,management,no,cellular,416
8347,40,14,30,Male,92677,3,1,0,0,0,0,1,0,married,no,blue-collar,yes,telephone,165
8348,35,10,118,Male,90071,1,2,0,0,0,0,0,0,single,no,services,no,cellular,719
8349,60,34,11,Male,91711,4,1,218,0,0,1,1,1,married,no,services,no,cellular,961
8350,59,29,61,Male,96651,3,1,108,0,0,0,0,1,married,no,management,no,cellular,4332
8351,35,9,43,Male,94960,3,2,0,0,0,0,1,0,married,no,management,no,cellular,972
8352,27,1,141,Female,94720,4,3,0,1,0,0,1,0,married,no,management,no,cellular,1857
8353,29,3,54,Female,94583,1,3,0,0,0,0,1,1,single,no,management,no,cellular,2205
8354,35,9,33,Female,90034,3,1,0,0,1,1,1,1,married,no,blue-collar,no,cellular,322
8355,38,13,84,Female,90509,3,1,169,0,0,0,1,0,divorced,no,blue-collar,no,cellular,388
8356,62,37,125,Female,92037,2,1,196,0,0,0,1,0,married,no,blue-collar,no,cellular,51
8357,43,19,110,Female,90245,4,3,0,0,0,0,1,0,single,no,technician,no,cellular,171
8358,35,11,14,Male,92054,3,1,0,0,0,0,0,0,married,no,housemaid,no,cellular,495
8359,41,15,65,Male,92646,2,3,0,0,0,0,1,1,single,no,management,no,cellular,336
8360,65,41,78,Female,94960,1,3,327,0,1,0,1,0,single,no,management,no,cellular,2227
8361,61,35,18,Female,95060,2,1,0,0,0,0,0,0,married,no,technician,no,cellular,943
8362,55,25,95,Male,94132,1,1,0,0,0,0,1,0,married,no,technician,no,cellular,3579
8363,28,3,95,Male,91902,2,1,0,0,0,0,1,0,divorced,no,management,no,cellular,245
8364,52,26,191,Male,92121,2,2,0,0,0,0,1,0,married,no,management,yes,cellular,1344
8365,34,4,19,Male,95120,4,2,322,0,0,0,0,0,single,no,management,yes,cellular,10112
8366,49,23,19,Male,90033,4,1,0,0,0,0,0,0,married,no,retired,no,cellular,811
8367,42,18,39,Male,95064,4,1,123,0,1,1,1,1,married,no,management,no,cellular,696
8368,49,23,93,Male,95621,1,2,0,0,0,0,1,0,single,no,management,no,cellular,1299
8369,49,23,115,Female,92677,4,3,0,0,0,0,1,0,married,no,management,no,cellular,4022
8370,32,6,112,Female,90037,1,3,163,1,1,0,0,0,single,no,management,no,cellular,331
8371,59,35,40,Female,92121,3,1,131,0,0,0,0,0,married,no,technician,no,cellular,-9
8372,43,19,45,Female,90005,1,1,0,0,0,0,1,0,married,no,technician,yes,cellular,3322
8373,48,24,133,Female,92691,2,2,205,0,0,0,0,1,married,no,entrepreneur,no,cellular,345
8374,31,5,85,Female,93940,4,3,0,1,0,0,0,0,married,no,technician,no,cellular,311
8375,30,4,18,Male,91109,2,3,0,0,0,0,0,0,single,no,management,no,cellular,135
8376,58,34,54,Male,94539,1,3,145,0,0,0,0,0,single,no,technician,no,cellular,3264
8377,41,15,41,Female,95207,1,3,0,0,0,0,0,0,married,no,management,no,cellular,361
8378,38,8,21,Female,91711,3,3,0,0,0,0,0,0,married,no,housemaid,no,cellular,887
8379,33,9,152,Male,93009,4,2,0,0,0,0,1,1,divorced,no,management,no,cellular,3222
8380,51,27,53,Male,92126,2,1,0,0,0,0,1,0,married,no,services,no,cellular,4263
8381,45,18,163,Male,94720,2,1,0,0,0,0,1,0,married,no,housemaid,no,cellular,429
8382,34,10,84,Male,93561,3,2,0,1,0,0,0,0,married,no,admin.,no,cellular,0
8383,39,13,59,Male,90503,3,2,0,0,0,0,0,0,single,no,technician,yes,cellular,4561
8384,44,18,33,Male,95126,1,3,227,0,0,0,0,1,married,no,blue-collar,no,cellular,673
8385,55,29,81,Male,92866,4,3,0,0,1,0,1,0,divorced,no,management,yes,cellular,1387
8386,28,2,182,Female,92120,1,1,0,0,1,1,1,1,single,no,management,no,cellular,3616
8387,57,31,61,Female,93106,3,3,190,0,1,0,1,0,married,no,blue-collar,no,cellular,648
8388,43,18,88,Female,94010,3,1,0,0,0,0,0,0,married,no,retired,no,cellular,209
8389,46,21,170,Female,94109,4,2,0,0,0,0,0,0,married,no,blue-collar,no,cellular,1949
8390,35,10,83,Female,92374,4,1,239,0,0,0,1,0,single,no,management,no,cellular,334
8391,25,0,44,Female,92612,1,2,282,1,1,1,1,0,married,no,services,no,cellular,276
8392,65,41,83,Male,90089,3,1,0,0,1,0,0,0,married,no,management,no,cellular,1021
8393,64,38,21,Male,94720,1,1,0,0,0,0,0,0,single,no,management,no,cellular,3905
8394,39,15,143,Female,94112,1,2,0,0,0,0,0,0,single,no,technician,no,cellular,2916
8395,62,36,103,Female,91330,4,2,0,0,0,0,0,1,single,no,management,no,cellular,2813
8396,46,22,135,Male,92121,4,2,155,0,0,0,1,0,married,no,blue-collar,no,cellular,213
8397,36,11,162,Male,91711,2,2,0,0,0,0,1,0,married,no,housemaid,no,cellular,2929
8398,42,17,73,Male,93943,1,3,0,0,0,0,0,1,single,no,technician,yes,cellular,102
8399,35,10,142,Male,90089,3,2,104,0,0,0,1,0,married,no,blue-collar,no,cellular,586
8400,63,37,25,Male,93023,1,3,0,1,0,0,0,0,married,no,self-employed,no,cellular,68
8401,45,21,115,Male,94710,4,3,0,0,0,0,0,0,married,no,services,no,cellular,1315
8402,27,3,88,Male,93023,1,3,0,1,0,0,0,0,married,no,technician,no,telephone,4455
8403,29,3,73,Female,94710,4,3,0,0,0,0,0,0,single,no,technician,no,cellular,591
8404,55,29,94,Female,93106,2,3,0,0,1,0,0,0,married,no,blue-collar,yes,cellular,232
8405,32,7,58,Female,94920,4,2,0,0,0,0,1,0,single,no,technician,no,cellular,6529
8406,37,11,81,Female,91741,1,1,0,0,1,0,0,0,married,no,housemaid,no,telephone,882
8407,25,-1,113,Female,95054,1,3,0,0,0,0,1,1,single,yes,technician,no,cellular,-305
8408,41,16,35,Female,90277,3,2,0,0,0,0,1,0,married,no,services,no,cellular,1516
8409,52,28,65,Male,93106,2,3,0,0,1,0,0,0,married,no,blue-collar,no,cellular,1115
8410,31,6,170,Male,94920,4,2,0,0,0,0,1,0,married,no,retired,no,cellular,46
8411,40,14,62,Female,91741,1,1,0,0,1,0,0,0,married,no,admin.,no,cellular,697
8412,54,29,54,Female,95054,1,3,0,0,0,0,1,1,divorced,no,management,no,cellular,896
8413,48,22,39,Male,95010,4,3,134,1,0,0,0,0,married,no,management,yes,cellular,2344
8414,39,15,28,Male,94305,4,1,0,0,0,0,0,0,divorced,no,technician,no,cellular,372
8415,64,40,95,Male,91604,2,3,0,1,0,0,0,0,married,no,blue-collar,yes,cellular,1119
8416,54,29,82,Male,94720,1,2,0,0,1,0,0,1,married,no,retired,no,cellular,3
8417,39,14,21,Male,94015,4,2,111,0,0,0,1,0,single,no,technician,no,cellular,663
8418,55,30,50,Male,90095,3,3,0,0,0,0,1,0,single,no,management,no,cellular,637
8419,42,12,34,Male,90277,1,1,260,0,0,0,1,0,single,no,management,no,cellular,1512
8420,58,32,19,Female,91320,2,1,163,0,1,0,0,0,married,no,management,yes,cellular,4016
8421,45,21,71,Female,95521,2,1,159,0,0,0,0,1,single,no,technician,no,cellular,318
8422,29,5,113,Female,94305,3,1,97,0,0,0,1,0,married,no,housemaid,no,cellular,0
8423,36,11,9,Female,95064,4,3,0,0,0,0,0,0,single,no,management,no,cellular,4558
8424,63,37,118,Female,90064,1,1,0,0,0,0,1,1,married,no,management,no,cellular,-498
8425,55,29,79,Female,94539,1,3,0,0,0,0,1,1,single,no,technician,yes,cellular,282
8426,54,24,72,Male,94104,1,2,0,1,0,1,1,1,married,no,blue-collar,no,cellular,0
8427,61,36,18,Male,93106,1,3,122,0,0,0,1,0,married,no,management,yes,cellular,2616
8428,36,12,93,Female,94117,1,2,0,0,0,0,1,0,married,no,blue-collar,no,telephone,2118
8429,61,37,62,Female,94801,2,3,193,0,0,0,0,0,single,no,technician,no,telephone,3255
8430,39,12,23,Male,91330,3,3,0,0,0,0,0,0,married,no,self-employed,no,cellular,423
8431,57,31,40,Male,94035,4,3,0,0,0,0,1,0,married,no,services,no,cellular,1314
8432,35,10,34,Male,92647,3,1,0,0,0,0,0,0,married,no,management,no,cellular,759
8433,66,41,114,Male,94720,1,1,0,0,0,0,0,1,married,no,management,no,cellular,36
8434,49,23,125,Male,95814,1,3,198,0,0,0,0,0,married,no,technician,yes,cellular,289
8435,48,23,41,Male,94114,3,3,0,1,1,1,1,0,married,no,management,no,cellular,141
8436,61,35,38,Male,94115,4,3,285,0,0,0,1,0,married,no,management,no,telephone,169
8437,44,19,45,Female,92672,3,3,0,0,1,0,0,0,married,no,housemaid,no,cellular,5
8438,23,-1,12,Female,94122,3,1,0,0,0,0,0,0,married,no,management,no,cellular,2349
8439,31,5,115,Female,90019,4,2,412,1,0,0,1,0,married,no,management,no,cellular,0
8440,39,15,175,Female,95616,1,1,0,0,0,0,1,0,divorced,no,entrepreneur,yes,cellular,626
8441,45,21,24,Female,94065,1,1,0,0,0,0,1,1,married,no,housemaid,no,cellular,491
8442,39,14,28,Female,94720,4,1,0,0,0,0,0,1,single,no,management,no,cellular,20
8443,64,38,32,Male,95014,3,2,153,0,0,0,1,0,married,no,blue-collar,no,cellular,0
8444,64,38,63,Male,91380,4,3,211,1,1,1,1,1,married,no,blue-collar,no,cellular,1533
8445,47,23,32,Female,95747,2,3,0,0,0,0,0,1,married,no,blue-collar,no,cellular,0
8446,34,9,60,Female,92373,1,1,0,0,0,0,0,1,married,no,technician,no,cellular,852
8447,56,31,53,Male,92093,4,2,0,0,1,0,1,0,divorced,no,management,no,telephone,311
8448,33,8,58,Male,94720,1,1,0,0,0,0,1,0,married,no,housemaid,no,cellular,401
8449,56,29,42,Male,94005,1,1,207,0,0,0,0,0,married,no,management,yes,telephone,1384
8450,57,31,39,Male,90245,3,3,240,1,0,0,1,0,single,no,technician,no,cellular,6284
8451,43,17,72,Male,95819,1,3,0,0,0,0,1,0,married,no,self-employed,no,cellular,3262
8452,43,17,80,Male,94022,2,1,0,0,0,0,1,0,married,no,services,no,cellular,300
8453,26,1,39,Male,94005,3,2,0,0,1,1,1,0,married,no,retired,no,cellular,6610
8454,64,40,18,Female,95616,2,3,0,1,0,0,0,0,divorced,no,technician,yes,cellular,0
8455,43,18,30,Female,94065,2,1,0,0,0,0,0,0,married,no,technician,no,cellular,167
8456,44,18,54,Female,91320,2,1,455,0,0,0,0,0,married,no,technician,no,cellular,-1
8457,60,35,128,Female,90404,3,2,0,0,1,0,1,0,divorced,no,retired,no,cellular,-134
8458,37,13,38,Female,93407,1,1,112,0,1,0,0,0,married,no,blue-collar,yes,cellular,584
8459,56,32,120,Female,90089,1,1,0,0,0,0,0,0,married,no,management,no,cellular,3031
8460,54,29,25,Male,94523,4,2,0,0,0,0,1,0,married,no,housemaid,yes,cellular,8
8461,43,18,85,Male,90024,2,1,0,0,0,0,0,0,married,no,management,no,cellular,2195
8462,57,32,135,Female,91360,1,1,0,0,0,0,1,1,married,no,services,no,cellular,-150
8463,29,4,14,Female,95670,2,1,336,0,0,0,0,0,married,no,blue-collar,no,cellular,8163
8464,54,30,70,Male,95123,4,3,132,0,1,0,0,0,married,no,technician,no,cellular,0
8465,61,37,23,Male,93407,3,1,0,0,0,0,1,1,married,no,unknown,no,cellular,301
8466,29,3,31,Male,90045,4,1,0,0,0,0,1,0,married,no,management,no,cellular,3387
8467,47,21,132,Male,91335,1,1,0,0,0,0,0,1,single,no,technician,no,telephone,31868
8468,43,19,28,Male,93907,4,2,0,0,0,0,1,0,single,no,management,no,cellular,114
8469,46,22,125,Male,92007,1,1,0,0,0,0,0,1,married,no,admin.,yes,telephone,310
8470,55,31,91,Male,94606,1,3,0,0,0,0,1,1,married,no,technician,yes,cellular,1559
8471,48,23,191,Female,94611,2,1,0,0,0,0,0,1,divorced,no,management,yes,cellular,347
